Study,Year,DOI_or_ID,Source_URL,Source_Access,Source_File,Inclusion_Tier,Reliability_Tier,Mn_wt,C_wt,Al_wt,Si_wt,Cu_wt,Ni_wt,Cr_wt,Mo_wt,Nb_wt,V_wt,T_anneal_C,Time_sec,RA_fraction,RA_pct,Measurement_Method,Data_Quality,Initial_Condition,Source_Ref,Extraction_Note,ML_Ready,Row_Key
sadeghpour_2022_partitioning,2022.0,10.3390/ma15207322,https://www.mdpi.com/1996-1944/15/20/7322,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,4.0,0.31,0.42,0.0,0.0,2.0,0.0,,,,600.0,1200.0,0.08,8.0,XRD,text_reported,quenched to 120C then warm deformed at 500C,Figure 3 text,Def-A600 RA fraction reported as 8 percent after 20 min partitioning/annealing.,True,sadeghpour_2022_partitioning|4.0|0.31|0.42|0.0|600.0|1200.0|0.08|xrd
sadeghpour_2022_partitioning,2022.0,10.3390/ma15207322,https://www.mdpi.com/1996-1944/15/20/7322,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,4.0,0.31,0.42,0.0,0.0,2.0,0.0,,,,650.0,1200.0,0.29,29.0,XRD,table,quenched to 120C then warm deformed at 500C,Table 2 / Figure 3 text,Def-500 at 650C for 20 min gives RA fraction 29 percent.,True,sadeghpour_2022_partitioning|4.0|0.31|0.42|0.0|650.0|1200.0|0.29|xrd
sadeghpour_2022_partitioning,2022.0,10.3390/ma15207322,https://www.mdpi.com/1996-1944/15/20/7322,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,4.0,0.31,0.42,0.0,0.0,2.0,0.0,,,,700.0,1200.0,0.11,11.0,XRD,text_reported,quenched to 120C then warm deformed at 500C,Figure 3 text,Def-A700 RA fraction reported as 11 percent after 20 min partitioning/annealing.,True,sadeghpour_2022_partitioning|4.0|0.31|0.42|0.0|700.0|1200.0|0.11|xrd
sadeghpour_2022_partitioning,2022.0,10.3390/ma15207322,https://www.mdpi.com/1996-1944/15/20/7322,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,4.0,0.31,0.42,0.0,0.0,2.0,0.0,,,,650.0,1200.0,0.32,32.0,XRD,table,quenched to 120C then deformed at 250C,Table 2,def-250 at 650C for 20 min gives RA fraction 32 percent.,True,sadeghpour_2022_partitioning|4.0|0.31|0.42|0.0|650.0|1200.0|0.32|xrd
sadeghpour_2022_partitioning,2022.0,10.3390/ma15207322,https://www.mdpi.com/1996-1944/15/20/7322,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,4.0,0.31,0.42,0.0,0.0,2.0,0.0,,,,650.0,1200.0,0.34,34.0,XRD,table,quenched to 120C without deformation,Table 2,non-def at 650C for 20 min gives RA fraction 34 percent.,True,sadeghpour_2022_partitioning|4.0|0.31|0.42|0.0|650.0|1200.0|0.34|xrd
chen_2023_mn_segregation_band,2023.0,10.11900/0412.1961.2021.00431,https://www.ams.org.cn/article/2023/0412-1961/0412-1961-2023-59-11-1448.shtml,open_access_chinese_journal,open_access_verified_additions.csv,core_exact,experimental_core_exact,9.0,0.35,3.2,0.0,0.0,0.0,0.0,,,,600.0,3600.0,0.612,61.2,XRD,text_reported,hot-rolled quenched medium-Mn steel with Mn-segregation band,Results section Figure 3 text,Chinese open article reports RA volume fraction before tensile deformation for IA600 as 61.2 percent after 600C 1h water quench.,True,chen_2023_mn_segregation_band|9.0|0.35|3.2|0.0|600.0|3600.0|0.612|xrd
chen_2023_mn_segregation_band,2023.0,10.11900/0412.1961.2021.00431,https://www.ams.org.cn/article/2023/0412-1961/0412-1961-2023-59-11-1448.shtml,open_access_chinese_journal,open_access_verified_additions.csv,core_exact,experimental_core_exact,9.0,0.35,3.2,0.0,0.0,0.0,0.0,,,,650.0,3600.0,0.659,65.9,XRD,text_reported,hot-rolled quenched medium-Mn steel with Mn-segregation band,Results section Figure 3 text,Chinese open article reports RA volume fraction before tensile deformation for IA650 as 65.9 percent after 650C 1h water quench.,True,chen_2023_mn_segregation_band|9.0|0.35|3.2|0.0|650.0|3600.0|0.659|xrd
chen_2023_mn_segregation_band,2023.0,10.11900/0412.1961.2021.00431,https://www.ams.org.cn/article/2023/0412-1961/0412-1961-2023-59-11-1448.shtml,open_access_chinese_journal,open_access_verified_additions.csv,core_exact,experimental_core_exact,9.0,0.35,3.2,0.0,0.0,0.0,0.0,,,,700.0,3600.0,0.718,71.8,XRD,text_reported,hot-rolled quenched medium-Mn steel with Mn-segregation band,Results section Figure 3 text,Chinese open article reports RA volume fraction before tensile deformation for IA700 as 71.8 percent after 700C 1h water quench.,True,chen_2023_mn_segregation_band|9.0|0.35|3.2|0.0|700.0|3600.0|0.718|xrd
zhang_2024_continuous_yield,2024.0,10.11900/0412.1961.2022.00498,https://www.ams.org.cn/article/2024/0412-1961/0412-1961-2024-60-4-443.shtml,open_access_chinese_journal,open_access_verified_additions.csv,core_exact,experimental_core_exact,5.45,0.18,1.62,0.5,0.0,0.0,0.0,,,,730.0,180.0,0.2918,29.18,XRD,text_reported,cold-rolled direct anneal A730-3,Results section Figure 6 text,Fe-0.18C-5.45Mn-1.62Al-0.50Si; direct 730C anneal for 3 min. Text reports pre-tensile RA 29.18 percent.,True,zhang_2024_continuous_yield|5.45|0.18|1.62|0.5|730.0|180.0|0.2918|xrd
zhang_2024_continuous_yield,2024.0,10.11900/0412.1961.2022.00498,https://www.ams.org.cn/article/2024/0412-1961/0412-1961-2024-60-4-443.shtml,open_access_chinese_journal,open_access_verified_additions.csv,core_exact,experimental_core_exact,5.45,0.18,1.62,0.5,0.0,0.0,0.0,,,,730.0,300.0,0.2811,28.11,XRD,text_reported,pretreated PA730-5: 800C 5min + 550C 2h WQ then 730C 5min,Results section Figure 6 text,Fe-0.18C-5.45Mn-1.62Al-0.50Si; after pretreatment and 730C anneal for 5 min. Text reports pre-tensile RA 28.11 percent.,True,zhang_2024_continuous_yield|5.45|0.18|1.62|0.5|730.0|300.0|0.2811|xrd
hu_2016_mn_al_trip,2016.0,NEU_Natural_2016_37_2_179,https://xuebao.neu.edu.cn/natural/article/html/2016-2-179.htm,open_access_chinese_university,open_access_verified_additions.csv,core_exact,experimental_core_exact,6.4,0.18,2.8,0.48,0.0,0.0,0.0,,,,600.0,300.0,0.153,15.3,XRD,text_reported,hot-rolled Fe-0.2C-7Mn-3Al thermo-simulated intercritical anneal,Results section Figure 3 text,"Experimental composition C0.18 Si0.48 Mn6.4 Al2.8 V0.1; 10 C/s to IA temperature, held 5 min then air-cooled. Text reports 600C RA 15.3 percent.",True,hu_2016_mn_al_trip|6.4|0.18|2.8|0.48|600.0|300.0|0.153|xrd
hu_2016_mn_al_trip,2016.0,NEU_Natural_2016_37_2_179,https://xuebao.neu.edu.cn/natural/article/html/2016-2-179.htm,open_access_chinese_university,open_access_verified_additions.csv,core_exact,experimental_core_exact,6.4,0.18,2.8,0.48,0.0,0.0,0.0,,,,750.0,300.0,0.325,32.5,XRD,text_reported,hot-rolled Fe-0.2C-7Mn-3Al thermo-simulated intercritical anneal,Results section Figure 3 text,"Experimental composition C0.18 Si0.48 Mn6.4 Al2.8 V0.1; 10 C/s to IA temperature, held 5 min then air-cooled. Text reports 750C RA 32.5 percent.",True,hu_2016_mn_al_trip|6.4|0.18|2.8|0.48|750.0|300.0|0.325|xrd
li_2015_hot_rolled_trip_time,2015.0,NEU_Natural_2015_36_9_1256,https://xuebao.neu.edu.cn/natural/article/html/2015-9-1256.htm,open_access_chinese_university,open_access_verified_additions.csv,core_exact,experimental_core_exact,5.83,0.17,3.12,0.0,0.0,0.0,0.0,,,,650.0,600.0,0.503,50.3,XRD,text_reported,hot-rolled Fe-6Mn-3Al; 700C 1h water quench then 650C ART,Abstract and Results section Figure 5 text,Experimental composition C0.17 Mn5.83 Al3.12 Fe balance; 700C water quench then 650C for 10 min. Text reports RA 50.3 percent before tensile deformation.,True,li_2015_hot_rolled_trip_time|5.83|0.17|3.12|0.0|650.0|600.0|0.503|xrd
yin_2014_ufg_trip_temp,2014.0,10.13374/j.issn1001-053x.2014.03.005,https://cje.ustb.edu.cn/cn/article/pdf/preview/10.13374/j.issn1001-053x.2014.03.005.pdf,open_access_chinese_pdf,open_access_verified_additions.csv,core_exact,experimental_core_exact,6.72,0.08,0.0,0.15,0.0,0.0,0.0,,,,650.0,180.0,0.193,19.3,XRD,text_reported,cold-rolled Fe-C-Mn ultrafine-grained TRIP steel,PDF lines around Figure 8 text,Composition table: C0.080 Si0.15 Mn6.72 Nb0.034. Heat treatment 590-710C for 3 min. Text reports RA 19.3 percent at 650C for 3 min.,True,yin_2014_ufg_trip_temp|6.72|0.08|0.0|0.15|650.0|180.0|0.193|xrd
zhao_2018_reverse_phase,2018.0,10.3390/ma11091633,https://www.mdpi.com/1996-1944/11/9/1633,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,5.4,0.13,0.0,0.0,0.0,0.0,0.0,,,,625.0,1800.0,0.0509,5.09,XRD,text_reported,930C 20min quench then reverse-phase transformation anneal,Abstract and Results section,0.13C-5.4Mn cold-rolled steel; article reports RA 5.09 pct after 625C reverse-phase annealing for 30 min.,True,zhao_2018_reverse_phase|5.4|0.13|0.0|0.0|625.0|1800.0|0.0509|xrd
zhao_2018_reverse_phase,2018.0,10.3390/ma11091633,https://www.mdpi.com/1996-1944/11/9/1633,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,5.4,0.13,0.0,0.0,0.0,0.0,0.0,,,,675.0,1800.0,0.2234,22.34,XRD,text_reported,930C 20min quench then reverse-phase transformation anneal,Abstract and Results section,0.13C-5.4Mn cold-rolled steel; article reports RA peak 22.34 pct after 675C reverse-phase annealing for 30 min.,True,zhao_2018_reverse_phase|5.4|0.13|0.0|0.0|675.0|1800.0|0.2234|xrd
zhao_2018_reverse_phase,2018.0,10.3390/ma11091633,https://www.mdpi.com/1996-1944/11/9/1633,open_access_mdpi,open_access_verified_additions.csv,core_exact,experimental_core_exact,5.4,0.13,0.0,0.0,0.0,0.0,0.0,,,,700.0,1800.0,0.0932,9.32,XRD,text_reported,930C 20min quench then reverse-phase transformation anneal,Abstract and Results section,0.13C-5.4Mn cold-rolled steel; article reports RA 9.32 pct after 700C reverse-phase annealing for 30 min.,True,zhao_2018_reverse_phase|5.4|0.13|0.0|0.0|700.0|1800.0|0.0932|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,700.0,30.0,0.396,39.6,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 700C 30s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|700.0|30.0|0.396|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,700.0,60.0,0.43,43.0,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 700C 60s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|700.0|60.0|0.43|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,700.0,120.0,0.424,42.4,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 700C 120s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|700.0|120.0|0.424|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,725.0,30.0,0.393,39.3,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 725C 30s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|725.0|30.0|0.393|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,725.0,60.0,0.376,37.6,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 725C 60s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|725.0|60.0|0.376|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,725.0,120.0,0.312,31.2,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 725C 120s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|725.0|120.0|0.312|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,750.0,30.0,0.38,38.0,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 750C 30s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|750.0|30.0|0.38|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,750.0,60.0,0.34,34.0,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 750C 60s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|750.0|60.0|0.34|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,750.0,120.0,0.237,23.7,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 750C 120s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|750.0|120.0|0.237|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,775.0,30.0,0.345,34.5,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 775C 30s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|775.0|30.0|0.345|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,775.0,60.0,0.276,27.6,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 775C 60s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|775.0|60.0|0.276|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,775.0,120.0,0.218,21.8,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 775C 120s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|775.0|120.0|0.218|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,800.0,30.0,0.34,34.0,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 800C 30s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|800.0|30.0|0.34|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,800.0,60.0,0.259,25.9,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 800C 60s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|800.0|60.0|0.259|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_core_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,800.0,120.0,0.192,19.2,XRD,table_pdf_mined,BA-AR plus secondary soaking DS,Table B.1,DS 800C 120s.,True,glover_phd_2020|7.17|0.139|0.046|0.21|800.0|120.0|0.192|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_post_treatment_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,800.0,120.0,0.332,33.2,XRD,table_pdf_mined,DS 800C 120s plus austempering DS-A,Table B.3,DS-A 450C 10s after DS condition.,True,glover_phd_2020|7.17|0.139|0.046|0.21|800.0|120.0|0.332|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_post_treatment_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,800.0,120.0,0.353,35.3,XRD,table_pdf_mined,DS 800C 120s plus austempering DS-A,Table B.3,DS-A 450C 30s after DS condition.,True,glover_phd_2020|7.17|0.139|0.046|0.21|800.0|120.0|0.353|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_post_treatment_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,800.0,120.0,0.355,35.5,XRD,table_pdf_mined,DS 800C 120s plus austempering DS-A,Table B.3,DS-A 450C 60s after DS condition.,True,glover_phd_2020|7.17|0.139|0.046|0.21|800.0|120.0|0.355|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_post_treatment_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,800.0,120.0,0.349,34.9,XRD,table_pdf_mined,DS 800C 120s plus tempering DS-T,Table B.3,DS-T 450C 30s after DS condition.,True,glover_phd_2020|7.17|0.139|0.046|0.21|800.0|120.0|0.349|xrd
glover_phd_2020,2020.0,CSM_Glover_PhD_2020,https://wpfiles.mines.edu/wp-content/uploads/aspprc/ResearchMaterials/Theses/Glover%2C%20Alexandra%20%28PhD-2020%29.pdf,phd_thesis_pdf,thesis_pdf_mined_real_ra.csv,thesis_post_treatment_exact,experimental_core_exact,7.17,0.139,0.046,0.21,,0.026,0.083,0.018,0.01,0.004,800.0,120.0,0.345,34.5,XRD,table_pdf_mined,DS 800C 120s plus tempering DS-T,Table B.3,DS-T 450C 60s after DS condition.,True,glover_phd_2020|7.17|0.139|0.046|0.21|800.0|120.0|0.345|xrd
